claim,label,language,output,final_answer,correct,inconclusive
"Everyone, now, taking his line out: WHO spokesman, says he has never advised confinement application as a measure to combat coronavirus",false,pt,Final Answer: False,false,True,False
Renzi unclear on the return to Maastricht,half true,it,Final Answer: Mostly True,mostly true,False,False
"""[Between 2003 and 2011] we create 300 thousand jobs""",false,es,Final Answer: Half True,half true,False,False
Six hundred women have lost their lives during childbirth in Senegal since #COVVI19SN,half true,fr,Final Answer: Half True,half true,True,False
"""We increase 100% the amounts we send to school canteens""",mostly true,es,Final Answer: False,false,False,False
"The officials of this party invested on rival lists will lose their mandate as deputies, if they are elected on the evening of July 31, 2017, in accordance with the law.",false,fr,Final Answer: True,true,False,False
"""[Neuquén] has the best economic and social indicators in the country""",half true,es,Final Answer: Mostly True,mostly true,False,False
"""The most unprotected sectors are the ones that most suffer the effects of climate change""",true,es,Final Answer: Mostly True,mostly true,False,False
"""From the crisis until today the basic salary of the industrial sector rose 10 times, [while] inflation (...) rose six times""",mostly true,es,Final Answer: Mostly True,mostly true,True,False
"More education does not mean, in Brazil, more productivity",true,pt,Final Answer: Mostly True,mostly true,False,False
35% of Senegalese are married before reaching the majority of 18 years.,half true,fr,Final Answer: Mostly True,mostly true,False,False
"We inaugurated two houses (from women), which deal with violence against women.One in Bangu, another in Madureira",mostly true,pt,Final Answer: True,true,False,False
Lives the Expo!,true,it,Final Answer: Half True,half true,False,False
"15 -year -old kids, 70% does not know a simple three rule",true,pt,Final Answer: False,false,False,False
Is it rare for a mayor to have his mandate as a federal deputy revoked?,true,pt,Final Answer: Mostly True,mostly true,False,False
"""Young women, today, double in terms of unemployment to the general unemployment of the country""",true,es,Final Answer: Half True,half true,False,False
"""Conte has decided to close Lombardy with the data of last week, which are equivalent to the epidemiological situation two weeks ago""",mostly true,it,Final Answer: False,false,False,False
"If we approve (PEC) 241, we do not need to think of tribute, because, we agree, the tax burden has reached its limit",half true,pt,Final Answer: Mostly False,mostly false,False,False
"Of every $ 100 that missionaries pay for taxes, $ 76 are taken by Cristina",mostly true,es,Final Answer: False,false,False,False
Several publications on social networks show images of a group of p ......,true,pt,Final Answer: Half True,half true,False,False
'' The Ivorian state allocated to the fight against HIV/AIDS just over 32 billion CFA francs between 2013 and 2017 '',true,fr,Final Answer: True,true,True,False
"«We found an Italy with 10 million poor.With the highest unemployment rate in Europe "".",half true,it,Final Answer: Mostly True,mostly true,False,False
"""In San Luis, we have achieved full employment""",true,es,Final Answer: Half True,half true,False,False
The right of soil existed in Côte d'Ivoire in January 1972.,true,fr,Final Answer: True,true,True,False
"""In the city, half of the workers are from the province""",true,es,Final Answer: Half True,half true,False,False
Affinity and divergences between Farage and Grillo in Europe,true,it,Final Answer: Mostly True,mostly true,False,False
"Here in São Paulo, we have 2.7 million people living with such $ 600 who became $ 300 [from emergency aid]",half true,pt,Final Answer: Half True,half true,True,False
"Places earned, lost places: Salvini's numbers on US employment",mostly true,it,Final Answer: Half True,half true,False,False
"41. Reduce the number of secretariats and agencies linked directly to the mayor from 29 to around 15, ensuring a significant economy on the administrative machine spending and giving more agility to decision -making processes within the City Hall",mostly true,pt,Final Answer: Mostly True,mostly true,True,False
"Apart from Air Senegal, no African company has A330 Neo",false,fr,Final Answer: Mostly True,mostly true,False,False
"No, the spread has not returned to the levels preceding the government",false,it,Final Answer: True,true,False,False
Is the work less precarious?,half true,it,Final Answer: Half True,half true,True,False
We cannot exchange CFAs in Europe,true,fr,Final Answer: False,false,False,False
In this government poverty and lack of work doubled,false,es,Final Answer: Mostly True,mostly true,False,False
The new youth unemployment record?,half true,it,Final Answer: Half True,half true,True,False
"With a growth rate of 6.6 % (in 2016) our country has taken the trajectory of inclusive growth (…) since 1980, it is the first time, that in a consecutive manner over three years, our country has reached the barof 6 % growth.",true,fr,Final Answer: Mostly True,mostly true,False,False
"""We achieved in six years that 3% of infrastructure investment became 23%""",false,es,Final Answer: Half True,half true,False,False
"Has a shipping table today, which the Supreme [Federal Court] has already declared constitutional",false,pt,Final Answer: False,false,True,False
"Dakar's regional express train (TER) cost 568 billion francs excluding taxes, said the Minister Delegate in charge of the development of the rail network.",false,fr,Final Answer: True,true,False,False
"Salvini, Turkey and women",true,it,Final Answer: Half True,half true,False,False
"“Senegal is the only country in West Africa where retirees are taken care of on the medical level (...).It costs 3 billion CFA francs each year at IPRES, ”according to Mamadou Racine Sy, PCA of IPRES.",mostly true,fr,Final Answer: Mostly True,mostly true,True,False
"«[For the Coronavirus emergency] do not abandon your animals.There is no valid reason """,true,it,Final Answer: True,true,True,False
Toti is wrong: the spread of the virus in Liguria is not in line with the country,false,it,Final Answer: Mostly False,mostly false,False,False
The BAD cancels the financing of the sanitation project of the city of Bamako,true,fr,Final Answer: True,true,True,False
"""They have not reached 40% of what they had promised""",mostly true,es,Final Answer: Half True,half true,False,False
And all students [of the middle -time high -time schools in Ceará] have a government -paid internship,mostly true,pt,Final Answer: False,false,False,False
"The PMDB, its leaders and its bench have never acted as an active pole in this process (impeachment)",false,pt,Final Answer: Mostly False,mostly false,False,False
"""Matteo Salvini (...) in May he exceeded anyone and collected a percentage of television apparitions equal almost double those of President Conte""",false,it,Final Answer: Mostly True,mostly true,False,False
26% of men think women ask to be raped,mostly true,pt,Final Answer: Mostly True,mostly true,True,False
"""For the first time in history, in 2017 the percentage of convicted surpassed that of defendants""",mostly true,es,Final Answer: False,false,False,False
"After having praised a ""50% reduction in the debts to the suppned ......",mostly true,pt,Final Answer: Half True,half true,False,False
"""Most of the domestic work falls on women in Argentina""",true,es,Final Answer: Mostly True,mostly true,False,False
"For next year, the employee will have to opt for withdrawal or the an antony",half true,pt,Final Answer: False,false,False,False
"""We go down 30% homicides""",half true,es,Final Answer: Half True,half true,True,False
"""Argentina had [in 2012] the most important foreign investment of the entire decade""",mostly true,es,Final Answer: False,false,False,False
"Grillo, the interest on debt and the deficit",mostly true,it,Final Answer: Half True,half true,False,False
"""Last year the investment grew 11%, it was the greatest increase in six years""",true,es,Final Answer: Half True,half true,False,False
"It is one of the most viral publications of the last days, shared by Mi ......",false,pt,Final Answer: Half True,half true,False,False
"""Remember that in twenty years, life expectancy in Africa has increased, more than anywhere else in the world.""",true,fr,Final Answer: Mostly True,mostly true,False,False
"«Everyone must know: Germany owner of the EU.Aid to Italian companies 25 billion.Aid to German companies 550 billion """,false,it,Final Answer: Mostly False,mostly false,False,False
"""Argentina is the third world supplier of cocaine""",mostly true,es,Final Answer: Mostly True,mostly true,True,False
"""We pay a third of health expenditure with IRAP"" (min. 1:42:48)",half true,it,Final Answer: Mostly True,mostly true,False,False
"Between 2012 and 2015, more than 230,000 jobs were created in Senegal, according to Minister Mansour Sy.",half true,fr,Final Answer: True,true,False,False
"""In Italy one in five young people between 15 and 24 years old have no job or study, and 15% of those who are between 25 and 39 years old have an atypical work"" at risk of precariousness """,mostly true,it,Final Answer: Mostly True,mostly true,True,False
"""Since 2007, no private employment is created in Argentina""",false,es,Final Answer: False,false,True,False
"«Currently we manage, and I say to us as an interior minister, about 15 thousand assets [confiscated from the mafias editor's note] [...] the Agency of the assets confiscated from the mafia [...] did not even have 100 people to manage a heritage ofseizures and confiscations of billions of euros.Now we have taken a few hundred """,half true,it,Final Answer: Mostly True,mostly true,False,False
"""Argentina has a record tax burden in Latin America""",true,es,Final Answer: True,true,True,False
The gas deposit discovered off Saint-Louis constitute the 5th world reserve.,false,fr,Final Answer: Half True,half true,False,False
Salvini and the boom of '93,false,it,Final Answer: Half True,half true,False,False
"Salvini is wrong: on the precompilated 730 we already make ""like Belgium""",true,it,Final Answer: Mostly True,mostly true,False,False
"I started a campaign [in 2008] with 3% of voting intentions, my opponents had 38%, another had 26%",false,pt,Final Answer: Mostly True,mostly true,False,False
Loans and tax burden for businesses: have things worsened?,false,it,Final Answer: Mostly True,mostly true,False,False
"Salvini says that the Democratic Party voted in favor of food insects, but confuses himself with Forza Italia",false,it,Final Answer: Mostly True,mostly true,False,False
"In West Africa, 60% of rural populations have no electricity.The sub-region is one of the latest in the world in terms of access to modern energy.",mostly true,fr,Final Answer: Mostly True,mostly true,True,False
Macky Sall had announced the acquisition of 195 medical ambulances in 2017.,false,fr,Final Answer: True,true,False,False
"I delivered 295 day care centers, the current governor, Márcio França, delivered 18 more and has more than 200 in works",true,pt,"To evaluate the claim, we need to verify the numbers provided regarding the delivery of day care centers by both the speaker and the current governor, Márcio França. 

1. The speaker claims to have delivered 295 day care centers.
2. The speaker states that Governor Márcio França delivered 18 more than that, which would total 313 centers delivered by him.
3. Additionally, the speaker mentions that Governor França has more than 200 centers under construction.

To determine the truthfulness of the claim, we would need to check the actual records of day care center deliveries and ongoing projects attributed to both the speaker and Governor França. If the numbers align with the claim, it would be considered 'True' or 'Mostly True'. If they are significantly off, it could be 'Half True', 'Mostly False', or 'False'.

Without specific data to confirm or refute these numbers, we cannot definitively categorize the claim. However, if we assume that the speaker's numbers are generally accurate and that the governor's additional centers and ongoing projects are also factual, we might lean towards 'Mostly True'.

Final Answer: Mostly True",mostly true,False,False
"""Foreigners in Italy [...] affect the rapes for 42 percent [of cases]""",half true,it,Final Answer: Mostly False,mostly false,False,False
"«A million electric cars in five years in Italy.This goal has given Germany to 2020, Holland in 2025 will ban petrol cars and India will do it in 2030 """,half true,it,Final Answer: Mostly True,mostly true,False,False
"""Senegal has lost 5 % of market share over the past ten years"".",false,fr,Final Answer: Half True,half true,False,False
Multiple publications on social networks highlight that the organization of ......,half true,pt,Final Answer: Half True,half true,True,False
Money transfers to Africa are the most expensive in the world.,true,fr,Final Answer: Mostly True,mostly true,False,False
"""The metropolitan city of Milan would have a tax residue of 11 billion a year, if we really want to talk about return""",half true,it,Final Answer: Half True,half true,True,False
"""Only 50% of Argentines have access to a bank account""",true,es,Final Answer: Mostly True,mostly true,False,False
"""[Electronic vote] is a very simple system, which gives certainty and guarantees""",half true,es,Final Answer: Mostly False,mostly false,False,False
"On Twitter, the PSD writes that the unemployment rate in Portugal is n ......",mostly true,pt,Final Answer: Half True,half true,False,False
"Roma, Sinti and Walking: at least 8 thousand in Rome",true,it,Final Answer: Mostly True,mostly true,False,False
"""Only 7% of municipalities in Senegal have an urban planning plan""",true,fr,Final Answer: True,true,True,False
"""Argentina was the third world exporter of meat, today we are the 14th""",true,es,Final Answer: Mostly True,mostly true,False,False
"The government has decided to kill companies.With DL, the one who renovates an apartment pays half an amount, the other 50 percent the company finds it as a ""tax bonus"" spread in 5 years.Instead of squeezing companies like lemons the state lowers taxes!.",half true,it,Final Answer: Mostly False,mostly false,False,False
"""Ethiopia is the fastest growth economy in the world""",mostly true,fr,Final Answer: Mostly True,mostly true,True,False
A can of beer has fewer calories than a dose of caipirinha,true,pt,"To evaluate the claim, we need to compare the calorie content of a can of beer with that of a dose of caipirinha.

A standard can of beer (approximately 12 ounces) typically contains around 150 calories, though this can vary depending on the type of beer. 

A caipirinha, which is a cocktail made with cachaça, sugar, and lime, generally contains more calories due to the sugar content. A typical serving of caipirinha can have around 200-300 calories, depending on the amount of sugar used and the size of the drink.

Given this information, the claim that ""A can of beer has fewer calories than a dose of caipirinha"" is likely to be true, as a standard beer usually has fewer calories than a typical serving of caipirinha.

Final Answer: True",true,True,False
"""In a normal country, workers do not pay earning tax""",false,es,Final Answer: False,false,True,False
"""Growth has gone from -2 to +1: no country, in the same period she made such a big leap""",false,it,Final Answer: Half True,half true,False,False
"""The company that lately has increased more prices is YPF""",mostly true,es,Final Answer: Mostly True,mostly true,True,False
"""The safety standards of the safety systems on which our trains travel, not only [...] high -speed trains are at the top""",true,it,Final Answer: Mostly True,mostly true,False,False
"""In the CONICET we set a stop of 14 thousand researchers, higher than the Research Councils of France or Spain""",half true,es,Final Answer: Mostly True,mostly true,False,False
"""The opposition project generates a fiscal cost exceeding $ 100 billion per year""",true,es,Final Answer: Half True,half true,False,False
The kilogram of zircon costs only one dollar on the international market.,mostly true,fr,Final Answer: False,false,False,False
"Dakar's Cheikh Anta Diop (UCAD) is the first French -speaking university in Africa.She passes in front of all the universities of the Maghreb,",false,fr,Final Answer: Mostly True,mostly true,False,False
Created Pec of Social Security,mostly true,pt,Final Answer: False,false,False,False
80 %ounces Nigerians do not have access to drinking water.,half true,fr,Final Answer: False,false,False,False
Senegal is the 8th African country in terms of electricity access rate.,false,fr,Final Answer: Half True,half true,False,False
"No, the EU Parliament did not say yes to the ""invasion"" of migrants",false,it,Final Answer: True,true,False,False
"""At this time [there are] strict quarantine in Barcelona""",false,es,Final Answer: False,false,True,False
"""[Immune] would have its effectiveness only if every Italian citizen, of all ages, had the app on his smartphone""",false,it,Final Answer: Mostly True,mostly true,False,False
Matteo Salvini between two Nobel prizes,true,it,Final Answer: False,false,False,False
"""Insurers invest for more than 300 billion CFA francs per year in the Senegalese economy""",half true,fr,Final Answer: True,true,False,False
"“The labor market has remained stable.There have been no more layoffs than in 2012 and 2013 """,half true,es,Final Answer: Mostly False,mostly false,False,False
Handwashing can reduce the risk of infectious diseases by 59%.,half true,fr,Final Answer: Mostly True,mostly true,False,False
"""Drug seizures are record""",mostly true,es,Final Answer: Half True,half true,False,False
Part of the Senegalese press has assimilated the arrears of payment to the interior debt.,false,fr,Final Answer: Half True,half true,False,False
"With R $ 20 billion, we saved 11 million jobs [in the emergency maintenance and income maintenance program]",true,pt,Final Answer: Mostly True,mostly true,False,False
"Coming into force in Senegal, in January 2016, a law relating to the importation and production of plastic sachets.",false,fr,Final Answer: True,true,False,False
"""[The Government] raised the retentions to the field to levels before""",half true,es,Final Answer: Half True,half true,True,False
"JK, in 3.5 years, raised Brasilia",mostly true,pt,Final Answer: False,false,False,False
"""Systematically increases the registration of the city's public school""",mostly true,es,Final Answer: Half True,half true,False,False
"""The results of these 4 years were not good",false,es,Final Answer: Half True,half true,False,False
"More than 6,500 migrants died in the Mediterranean between 2015 and 2016, said President of Niger Mahamadou Issoufou.",mostly true,fr,Final Answer: Mostly True,mostly true,True,False
"""The city generates almost 25% of the co -participible resources and takes just over 1% co -participation""",mostly true,es,Final Answer: Mostly True,mostly true,True,False
"""You never spent less silver in advertising pattern before than in this government""",false,es,Final Answer: False,false,True,False
Salvini's numbers: the British economy after Brexit,mostly true,it,Final Answer: False,false,False,False
"""The advice [of the Magistracy] does not work, it is braking""",mostly true,es,Final Answer: Half True,half true,False,False
"""The teaching salary is $ 4,000 below the poverty line for the degree teacher""",half true,es,Final Answer: Half True,half true,True,False
Africa devotes an envelope of $ 35 billion each year to the purchase of Vires.,half true,fr,Final Answer: False,false,False,False
"Today you have 564,000 open arrest warrants",mostly true,pt,Final Answer: False,false,False,False
I have twice the [voting intention] index of the [ex] governor [Geraldo] Alckmin in the capital,mostly true,pt,Final Answer: Half True,half true,False,False
The number of deaths from police intervention has already surpassed the murder (robbery followed by death),true,pt,Final Answer: Mostly True,mostly true,False,False
"""We are the country with fewer deaths from the world""",false,es,Final Answer: False,false,True,False
"Bankitalia has 7,000 employees with an average salary of 85 thousand euros per year",mostly true,it,Final Answer: Mostly True,mostly true,True,False
None,mostly true,es,Final Answer: False,false,False,False
The median age in Senegal is 18 years,false,fr,Final Answer: True,true,False,False
"""Currently, if we are based on existing statistics in Senegal, there are, roughly, 42 to 43 % of Senegalese households (in rural areas) which have access to electricity""",mostly true,fr,Final Answer: Mostly True,mostly true,True,False
Ivorians represent 10% of migrants who arrive in Italy by sea.,true,fr,Final Answer: Mostly True,mostly true,False,False
"The rehabilitation of the building cost 40 billion CFA francs, much more than the 17 billion initially announced.",mostly true,fr,Final Answer: True,true,False,False
More than 1 million families returned to cooking the wood,true,pt,Final Answer: Half True,half true,False,False
[In the causes of corruption] the average time of instruction is seven years,true,es,Final Answer: False,false,False,False
"""There are so many thousands of people who want to adopt and thousands of children who want a home""",mostly true,es,Final Answer: Mostly True,mostly true,True,False
"""In 2016, the sale of tractors increased 25%, that of 54%harvesters and the 80%sowing""",true,es,Final Answer: Half True,half true,False,False
The European infringement procedure has been saved thanks to our electronic billing.,half true,it,Final Answer: Mostly True,mostly true,False,False
"""Buenos Aires is the most unequal city in the country""",false,es,Final Answer: Mostly True,mostly true,False,False
"""Social spending in the nation is more than 75% of the budget""",mostly true,es,Final Answer: Half True,half true,False,False
"""In the city of Buenos Aires there are more than 500 thousand people in housing emergency""",true,es,Final Answer: True,true,True,False
"""We lower homicides in two years""",true,es,Final Answer: Half True,half true,False,False
The increase in science and technology [will be] 28%,false,es,Final Answer: Half True,half true,False,False
We have 40% of the prison population of provisional prisoners,true,pt,Final Answer: Half True,half true,False,False
Gas discoveries in Senegal place Senegal in 27th in the world and 5th in Africa in terms of reserves.,half true,fr,Final Answer: Mostly True,mostly true,False,False
"The trade balance is deficit of 2,000 billion FCFA with 3,500 billion FCFA imports against 1,500 billion FCFA exports",half true,fr,"To evaluate the claim, we need to analyze the trade balance given the figures provided:

- Imports: 3,500 billion FCFA
- Exports: 1,500 billion FCFA

The trade balance is calculated as:

Trade Balance = Exports - Imports
Trade Balance = 1,500 billion FCFA - 3,500 billion FCFA
Trade Balance = -2,000 billion FCFA

A negative trade balance indicates a deficit. The claim states that the trade balance is a deficit of 2,000 billion FCFA, which is accurate based on the calculations.

Final Answer: True",true,False,False
"""The average internet speed in 2015 was only 4.5 megabits per second, today we triple it""",mostly true,es,Final Answer: Mostly True,mostly true,True,False
"""Almost a GDP escaped""",false,es,Final Answer: False,false,True,False
"""In 2002 there were laws that prohibited dismissals and that did not bring more work, destroyed work""",false,es,Final Answer: Mostly False,mostly false,False,False
"Viral publication on Facebook launches warning that, in case of accident ......",true,pt,Final Answer: Half True,half true,False,False
"For Radio Radicale, about 290 million since 1994",true,it,Final Answer: Mostly True,mostly true,False,False
Does Italy have the European record of the number of banks?,false,it,Final Answer: Mostly False,mostly false,False,False
"Without Lombardy, Italy is (almost) as Germany and Denmark",mostly true,it,Final Answer: Mostly False,mostly false,False,False
"""The State spent $ 7 billion in football for all""",true,es,Final Answer: Half True,half true,False,False
"""Argentina is about to issue the largest debt [in foreign currency] of a developing country since 1996""",true,es,Final Answer: Mostly True,mostly true,False,False
"On access to electrification, Guinea has not managed to have 5 or 10 %so far.",half true,fr,Final Answer: Mostly True,mostly true,False,False
Maroni and the expenses for consultancy of Lombardy,mostly true,it,Final Answer: Half True,half true,False,False
"Women earn less than men: yes, that's why",mostly true,it,Final Answer: Mostly True,mostly true,True,False
No use of tuberculosis vaccine in the United States,mostly true,fr,Final Answer: Mostly True,mostly true,True,False
Digital generates 8% of Côte d'Ivoire GDP and 13% of tax revenues from this country.,mostly true,fr,Final Answer: Mostly True,mostly true,True,False
"""The conurbano has mayors who govern their districts 15 years on average""",half true,es,Final Answer: Mostly True,mostly true,False,False
The unemployment rate in Côte d'Ivoire is between 70 and 90 %.,mostly true,fr,Final Answer: False,false,False,False
There is no country where the outgoing head of state participates in a televised debate with other candidates in the context of a presidential election.,false,fr,Final Answer: True,true,False,False
"""Every three minutes a family receives a 30 -year mortgage loan from Banco Nación""",half true,es,Final Answer: False,false,False,False
The budget deficit rose from 6.7 % in 2011 to 3.7 % in 2019.,mostly true,fr,Final Answer: Mostly True,mostly true,True,False
"We do not use cash more than all the others, but ...",half true,it,Final Answer: Half True,half true,True,False
“Time for elaboration of each vaccine (...) typhoid fever (...) 105 years (...) COVID-19 (...) 5 months”,mostly true,pt,Final Answer: Mostly True,mostly true,True,False
"With 3,000 millionaires, Ethiopia is the African country with the most millionaires.",half true,fr,Final Answer: Mostly False,mostly false,False,False
"""Investments in school infrastructure were never made in the city's history as in our management""",half true,es,Final Answer: Mostly False,mostly false,False,False
"Report prepared by TCU, from the evaluation of the arrival of doctors in 1,837 municipalities, translates some of the impacts already felt by the population: 33% more monthly consultations on primary care in these municipalities",half true,pt,Final Answer: True,true,False,False
"In 2015, during the first conference in Abidjan, Africa's GDP had been growing for almost 5 %for 15 years.",mostly true,fr,Final Answer: Mostly True,mostly true,True,False
If you feel the self -examination is too late for cancer,half true,pt,Final Answer: False,false,False,False
"Guinea is becoming the world's leading producer of Bauxite.It holds half of the world reserves of this ore, said its president Alpha Condé.",half true,fr,Final Answer: Mostly True,mostly true,False,False
"""Inflation in 80 years has been, on average, 62.5% without counting the years of hyperinflation""",half true,es,Final Answer: False,false,False,False
Comparison misses the growth of the Eurozone,false,it,Final Answer: Mostly True,mostly true,False,False
Over the past few days the image of ......,half true,pt,Final Answer: Half True,half true,True,False
Would the minimum Italian salary be the most generous among OECD countries?,half true,it,Final Answer: Mostly False,mostly false,False,False
Côte d'Ivoire is the first producer and the first African cashew exporter.,half true,fr,Final Answer: Mostly True,mostly true,False,False
Calenda is right on the growth of exports and employment in the South,mostly true,it,Final Answer: Mostly True,mostly true,True,False
The airline deficit occupies five times more than the entire budget of the Ministry of Industry,half true,es,Final Answer: False,false,False,False
France's market shares in Senegal have been lowered by 25% in Senegal in ten years.,half true,fr,Final Answer: Half True,half true,True,False
"""The reduction of bank salider is in the order of 80%""",mostly true,es,Final Answer: Half True,half true,False,False
"The police, during the intervention, kills six people a day",half true,pt,Final Answer: Mostly False,mostly false,False,False
The revelation is inspiring: J. K. Rowling left the list of the richest ......,mostly true,pt,Final Answer: False,false,False,False
Nigeria has 23% of malaria cases recorded worldwide.,half true,fr,Final Answer: Mostly True,mostly true,False,False
Côte d'Ivoire is among the 20 countries with the least efficient health systems in the world.,true,fr,Final Answer: Mostly True,mostly true,False,False
Renzi exaggerates on the renunciations of the Democratic Party compared to the M5S,false,it,Final Answer: Mostly True,mostly true,False,False
"""We sow the same wheat that 100 years ago""",true,es,Final Answer: Mostly False,mostly false,False,False
"In sub -Saharan Africa, more than 5% of births occur during adolescence, according to OMS",false,fr,Final Answer: Mostly True,mostly true,False,False
"""If you look this year's budget, it has only been executed in 12%""",mostly true,es,Final Answer: Half True,half true,False,False
"A Lilliput?How much they ""weigh"" the Netherlands in the European Union",mostly true,it,Final Answer: Half True,half true,False,False
It appeared on Twitter and spread a photograph ......,mostly true,pt,Final Answer: Half True,half true,False,False
"The unemployment rate is 18.8 % in Nigeria, according to the spectator index.People have expressed doubts via tweeter.",true,fr,Final Answer: Mostly True,mostly true,False,False
The current government of Nigeria has contracted a debt of $ 80 billion.,mostly true,fr,Final Answer: Half True,half true,False,False
"""Salary is not a gain""",half true,es,Final Answer: Mostly False,mostly false,False,False
"At the time of the referendum of 2005, the people decided to buy (...) of weapons and ammunition",true,pt,Final Answer: False,false,False,False
"""This year we managed to lower the cuts [of light] 45%""",true,es,Final Answer: Half True,half true,False,False
Violence against women affects more black women,true,pt,Final Answer: Mostly True,mostly true,False,False
How many thefts are there every day in Italy?,mostly true,it,Final Answer: Half True,half true,False,False
Supposed user resorted to social networks to denounce that Hospital ......,mostly true,pt,Final Answer: Half True,half true,False,False
"""We carry out the largest campaign for police recruitment and renewal of all time""",mostly true,es,Final Answer: Half True,half true,False,False
1960 There were only 3% of literate women.If we look today we are not satisfied because we have 46-47%,false,fr,Final Answer: Mostly True,mostly true,False,False
"No, we cannot accuse the government of taking away from the school to give pensioners",false,it,Final Answer: Mostly False,mostly false,False,False
Italy risks losing over 60 million foreign tourists,true,it,Final Answer: Mostly True,mostly true,False,False
"""They say they will tax the rent but they will actually tax the rent.""",true,es,Final Answer: False,false,False,False
"""The credit doubled its participation in the GDP between 2003 and 2013""",half true,es,Final Answer: Half True,half true,True,False
A photograph of an enhanced citizen in what seems to be a conservatory ......,half true,pt,Final Answer: Half True,half true,True,False
"""The crime increasingly increases in the province of Buenos Aires""",half true,es,Final Answer: Mostly True,mostly true,False,False
The recipe has been shared by many people on social networks: u ......,false,pt,Final Answer: Mostly True,mostly true,False,False
"“The education of the Aracaju City Hall, from public education, was last in the first grades of elementary school and a last in the last grades in the data of recent IDEB”",mostly true,pt,Final Answer: Half True,half true,False,False
"""The relationship between the crimes committed and the convicted persons is less than 1%""",mostly true,es,Final Answer: False,false,False,False
"""44% of the subsidies are taken by the two tenths of the richest population""",half true,es,Final Answer: Mostly True,mostly true,False,False
Unemployment is at its highest level in Nigeria;More than 10 million young people are unemployed.,half true,fr,Final Answer: Mostly True,mostly true,False,False
"""Kédougou is the region with the highest mortality rate in Senegal""",mostly true,fr,Final Answer: Mostly True,mostly true,True,False
Create a different rate at alternative times - reducing overload at high flow times,true,pt,Final Answer: Mostly True,mostly true,False,False
We have over 63 million Brazilians in SPC,true,pt,Final Answer: Mostly True,mostly true,False,False
"It fell all [crime rates].Fell theft, fell murder, fell homicides",half true,pt,Final Answer: Mostly True,mostly true,False,False
"""I would like to point out that he did not only do it in Europe [to get"" full powers ""from Parliament], but for example the Swedish premier also did, who is a socialist but of that she will not hear"" (min11:08)",false,it,Final Answer: Half True,half true,False,False
In an article disseminated on social networks it is denounced that the deaths ATR ......,false,pt,Final Answer: Half True,half true,False,False
"""[Internal tourism] from 2013 to 2015 fell into three million passengers""",true,es,Final Answer: False,false,False,False
A law dispense investments in tourism in Casamance.,mostly true,fr,Final Answer: Mostly True,mostly true,True,False
Today Brazil has almost half of the per capita income of Chile,half true,pt,Final Answer: Mostly True,mostly true,False,False
"""All PAMI affiliates have the best drug coverage in America""",half true,es,Final Answer: Mostly False,mostly false,False,False
"When we caught the government, at first, the deficit was $ 279 billion.The following year [2017], R $ 159 billion.(...) ie: is decreasing",half true,pt,Final Answer: Mostly True,mostly true,False,False
"""[In airlines travel] 3% of the population""",mostly true,es,Final Answer: Half True,half true,False,False
Senegal is the first African and the world 4th in terms of transparency in the extractive industries.,half true,fr,Final Answer: Mostly True,mostly true,False,False
In a publication that is circulating on social networks it is guaranteed that a ......,false,pt,Final Answer: Half True,half true,False,False
"""The minimum wage will be at $ 2800 and are counted as employed to workers who are charging $ 1700""",mostly true,es,Final Answer: False,false,False,False
We have percentages above 50 percent in many cities and we are also the first party in many cities in the center and south,half true,it,Final Answer: Mostly True,mostly true,False,False
true,true,pt,Final Answer: True,true,True,False
"The UN (...) said that the claim [presented by Lula to the entity] was legitimate, due to the fragility of the accusation against him",false,pt,Final Answer: False,false,True,False
"[After breaking the dam in Brumadinho, Ibama applied a fine of $ 250 million to Vale] different from what happened, for example, in Mariana",half true,pt,Final Answer: Mostly True,mostly true,False,False
Côte d'Ivoire is one of the 20 poor or emerging countries that spends the least for the health of populations.,mostly true,fr,Final Answer: Mostly True,mostly true,True,False
"""In federal justice vacancies range in 30%""",mostly true,es,Final Answer: Half True,half true,False,False
"In alleged news with origin on the ""Vilogogostei"" page, published in ......",half true,pt,Final Answer: Half True,half true,True,False
The amount of kilometers deforested [in the Amazon] last year was 8 thousand square kilometers,true,pt,Final Answer: Mostly True,mostly true,False,False
"They have been drastically reduced personal (20,000 less employees) and resources (5.2 billion less in four years) [to the provinces], but fundamental functions have remained such as territorial planning, roads, school construction, transportpublic and private",mostly true,it,Final Answer: Mostly True,mostly true,True,False
The parliamentary commission of inquiry on the 48 billion CFA francs violated article 48 of the internal assembly of the National Assembly.,true,fr,Final Answer: Half True,half true,False,False
"""January-October accumulated inflation was in the order of 10%""",false,es,Final Answer: Half True,half true,False,False
"“There are 2.5 million students in the municipal, state and private network here in the city of São Paulo”",true,pt,Final Answer: Mostly True,mostly true,False,False
In a message that spread through social networks compares the debt D ......,false,pt,Final Answer: Half True,half true,False,False
"In the Square Circulatory Program, in TVI24, the question D ......",false,pt,Final Answer: False,false,True,False
We are the political force in Parliament with the highest number of women [...] and also of graduates,half true,it,Final Answer: Mostly True,mostly true,False,False
There was no partnership with the federal and state government (for the realization of Rio 2016),false,pt,Final Answer: Mostly False,mostly false,False,False
"""There are four years that there are no [teachers] and just unemployment two days before the choice""",half true,es,Final Answer: False,false,False,False
"In a publication widespread on social networks stands out in title that ""O ......",half true,pt,Final Answer: Half True,half true,True,False
